title,size,magnet,transform,fullpath
[Skymoon-Raws] Chiikawa - 142 [ViuTV][WEB-DL][CHT][1080p][AVC AAC],19.1MB,magnet:?xt=urn:btih:c41a26fb337d028f713916af7ebb79990a7cd54a&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,天月动漫&发布组,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/1896074d8d0b50a2bad89bf7fb7f8e3fd336aba2.torrent
[Skymoon-Raws] Chiikawa - 146 [ViuTV][WEB-DL][CHT][1080p][AVC AAC],24.1MB,magnet:?xt=urn:btih:cc1e57b42f0d932023b4cf7b660ff45ea435e406&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,天月动漫&发布组,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/f5fb39f783faff2026a013c2ffef2a7bcf20d24f.torrent
[Skymoon-Raws] Chiikawa - 144 [ViuTV][WEB-DL][CHT][1080p][AVC AAC],26MB,magnet:?xt=urn:btih:241a73c611b28202af12dc08007d0ebb5ab8420d&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,天月动漫&发布组,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/a47204731bfc20a19f8f7c3b967e89a02a3531d6.torrent
[Skymoon-Raws] Chiikawa - 145 [ViuTV][WEB-DL][CHT][1080p][AVC AAC],25.6MB,magnet:?xt=urn:btih:9af1503725be09cc97a322ed2f896f37faa0ff11&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,天月动漫&发布组,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/cf66efc1af00a4bfcfa1239de41f62192372dc7c.torrent
[Skymoon-Raws] Chiikawa - 143 [ViuTV][WEB-DL][CHT][1080p][AVC AAC],18.1MB,magnet:?xt=urn:btih:0a7d9f6f8806d068b9d167a415d78763a1c0365f&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,天月动漫&发布组,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/4607f3f8ec26455bf78e30b333a4a331de90ef54.torrent
[Skymoon-Raws] Chiikawa - 141 [ViuTV][WEB-DL][CHT][1080p][AVC AAC],18.3MB,magnet:?xt=urn:btih:6479f40efd294861bf31f3d5b1978e2828e082cf&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,天月动漫&发布组,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/8368ec5b7864b9c21a550a253c217270d141dd49.torrent
【喵萌奶茶屋】★04月新番★[记忆缝线 / Your Forma][12][1080p][简日双语],403.38 MB,magnet:?xt=urn:btih:9acf46afaf2cda967d697b5a9b241956cde42835&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,喵萌奶茶屋,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/fff4e81311e87deb044839ee4f73ea65723c2ad8.torrent
[Skymoon-Raws] 魔女守护者 / Witch Watch - 12 [ViuTV][WEB-DL][CHT][1080p][AVC AAC],391MB,magnet:?xt=urn:btih:0168786c5da543cc8cdb16d9d1dfccb9e3afc2ee&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,天月动漫&发布组,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/4e3f2c64784a58ec69e7d441344cdeecbdbf5aee.torrent
[Skymoon-Raws] 魔神创造传 / Mashin Souzouden Wataru - 24 [ViuTV][WEB-DL][1080p][AVC AAC],615.2MB,magnet:?xt=urn:btih:d3def8b78ff29795dec318a6e83214e8b359fa76&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,天月动漫&发布组,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/42c89f22cf4cea47a471b6fdf5c46ff16fab00e4.torrent
[完全无修版] 爱有些沉重的黑暗精灵从异世界追过来了 ／ 爱有点沉重的暗黑精灵从异世界紧追不放 - EP12 END [简／繁] (1080p H.264 AAC SRTx2) {ちょっとだけ爱が重いダークエルフが异世界から追いかけてきた},1.4 GB,magnet:?xt=urn:btih:575570bf605c386ad0515f40026d05a4f50f5dff&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,"
生肉/不明字幕                            ",/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/b0ac149702ad585b71acccf38a55c491527b51dc.torrent
【喵萌奶茶屋】★04月新番★[时光流逝，饭菜依旧美味 / 岁月流逝饭菜依旧美味 / PA饭 / 日々は过ぎれど饭うまし / Hibi wa Sugiredo Meshi Umashi][11][1080p][简日双语][招募翻译时轴],472.78 MB,magnet:?xt=urn:btih:c26873a2a48ac5ed51e842ad07d02f09611638cf&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,喵萌奶茶屋,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/a30723329c51833b77e32918b1d82c9dea0c9da1.torrent
[喵萌奶茶屋&LoliHouse] 测不准的阿波连同学 第二季 / Aharen-san wa Hakarenai S2 - 11 [WebRip 1080p HEVC-10bit AAC][简繁内封字幕],294.46 MB,magnet:?xt=urn:btih:ce57cd6e3d39afb75dd8b504086669676c10ef55&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,LoliHouse,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/d38f919b5d935a12d9a49fca8f7240e4c4f27404.torrent
[无修版] 快藏好！玛琪娜同学!! - EP12 END [简／繁] (1080p H.264 AAC SRTx2) {快藏好！玛琪娜同学!! | かくして！マキナさん!!},720.42 MB,magnet:?xt=urn:btih:a49326f4f4ff2a8dd0387f7f4bf4e0052e65e5b1&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,"
生肉/不明字幕                            ",/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/af146b9fadfa3ad1f04162a7d02b9a31c6de406a.torrent
摇滚乐是淑女的嗜好 Rock wa Lady no Tashinami Deshite 11 简日内挂字幕,375.1MB,magnet:?xt=urn:btih:21d206c7ee1a1384410a630c9c3c2c98ddbeaff8&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,"
生肉/不明字幕                            ",/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/50be8f716e1f5ee62980760568aeb439ec30c5ff.torrent
[LoliHouse] Princess-Session Orchestra - 12 [WebRip 1080p HEVC-10bit AAC][无字幕](检索用：Princession Orchestra),1023.6 MB,magnet:?xt=urn:btih:908fb20293143d0ecf960754dc5ca9886fb96bf3&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,LoliHouse,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/bc2594d5c4b4be85d6f706efc55c86b89be49b15.torrent
[ANi] Kakushite Makina San /  快藏好！玛琪娜同学!! - 12 [1080P][Baha][WEB-DL][AAC AVC][CHT][MP4],177.0 MB,magnet:?xt=urn:btih:c1bcf8a13efefc52843489fe4d69c952da8106fe&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,ANi,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/dc2f63f7499f8902796edb95615dd306a195590f.torrent
摇滚乐是淑女的嗜好 Rock wa Lady no Tashinami Deshite 12 简日内挂字幕,391.8MB,magnet:?xt=urn:btih:0c348ddd289db6435032cad4a1d7c9b2e8da6543&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,"
生肉/不明字幕                            ",/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/9f52496f8bcdec1c3f00abeb74e384df67b8fc9d.torrent
【喵萌奶茶屋】★04月新番★[阿波连摸不清 第二季 / 测不准的阿波连同学 第二季 / Aharen-san wa Hakarenai S2][11][1080p][简体][招募翻译],344.48 MB,magnet:?xt=urn:btih:a687f623485ca5893b931c043f09ed537de83ed6&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,喵萌奶茶屋,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/546b51335b52dbbd2c89379de962121236a9900f.torrent
【喵萌奶茶屋】★04月新番★[阿波连摸不清 第二季 / 测不准的阿波连同学 第二季 / Aharen-san wa Hakarenai S2][11][1080p][繁体][招募翻译],344.5 MB,magnet:?xt=urn:btih:d7da4cadae7897be1e96e36b25418a071e556a97&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,喵萌奶茶屋,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/198471264308b3ba435a2e8d650403e7395b9689.torrent
[黒ネズミたち] LAZARUS 拉撒路 / Lazarus - 12 (Baha 1920x1080 AVC AAC MP4),541.7 MB,magnet:?xt=urn:btih:172265c459d02e3ab3ce03be9f8643638dfebb2d&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,Kirara Fantasia,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/b3517eec75f143a406908d5cf45c35bf5a6b2416.torrent
[ANi]  爱有点沉重的暗黑精灵从异世界紧追不放 - 12 [1080P][Baha][WEB-DL][AAC AVC][CHT][MP4],373.5 MB,magnet:?xt=urn:btih:6195edf6b4bde476d6b45a1b3c966f87a3c2be14&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,ANi,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/2f3e5ddddaf66fbc66db7992285f224338973890.torrent
[黒ネズミたち] 爱有点沉重的暗黑精灵从异世界紧追不放 / Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikaketekita - 12 (Baha 1920x1080 AVC AAC MP4),372.9 MB,magnet:?xt=urn:btih:fe0bec0dadaa6e1c8dc26b6d5e3814db6317e709&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,Kirara Fantasia,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/669c10dabc2840123d800d54813316560c90825a.torrent
[黒ネズミたち] 快藏好！玛琪娜同学!! / Kakushite! Makina-san!! - 12 (Baha 1920x1080 AVC AAC MP4),176.5 MB,magnet:?xt=urn:btih:1c918f6f2c23548888ae8a226edbadd9b8c0eb20&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,Kirara Fantasia,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/0724e440e8b8a7e551da0c3beff9ae60982c2d18.torrent
[ANi] Lazarus /  LAZARUS 拉撒路 - 12 [1080P][Baha][WEB-DL][AAC AVC][CHT][MP4],541.9 MB,magnet:?xt=urn:btih:cd28d8bde7c410a3fc6814709dbd0c6a2aea6a57&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,ANi,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/bc666bd06b53e8b40291f84322424c4c3ad1db69.torrent
Sentai Daishikkaku 战队大失格 第2季 Go Go Loser Ranger S02E11 - 1080P 多国字幕,941.7MB,magnet:?xt=urn:btih:f5c087c577d3b9fcb03d00fe60b93be5135cefff&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,"
生肉/不明字幕                            ",/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/4cd86b12cfc43337bf92760784519e24d66cb7af.torrent
"[桜都字幕组] 持续狩猎史莱姆三百年，不知不觉就练到LV MAX 第二季 / Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita Sono Ni [12][1080p][繁体内嵌]",359.18 MB,magnet:?xt=urn:btih:261e67c4cd4f7c5d9fa3cfc96075cd99d5354d67&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,桜都字幕组,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/042dc1e6b5822b222ffba27fb2f2b0ff3a2975ef.torrent
